ORIG_FID,SIA2024BuildingType,BuildingAge,GlazingRatio
41929,SFH,1995,52
41930,SFH,1924,28
41931,SFH,2019,54
41932,SFH,1923,27
41933,SFH,2013,14
41934,SFH,1943,37
41935,SFH,2006,47
41936,SFH,1961,56
41937,SFH,1977,36
41938,SFH,1968,46
41939,SFH,1932,42
41940,SFH,1926,49
41941,SFH,2002,40
41942,SFH,1912,37
41943,SFH,2003,49
41944,SFH,1990,25
41945,SFH,1973,42
41946,SFH,1924,31
41947,SFH,1990,29
41948,SFH,1958,49
41949,SFH,1909,27
41950,SFH,2001,51
41951,SFH,1915,12
41952,SFH,1960,53
41953,SFH,1957,57
41954,SFH,1959,14
41955,SFH,1983,37
41956,SFH,1946,12
41957,SFH,1985,20
41958,SFH,2003,19
41959,SFH,2009,52
41960,SFH,1950,33
41961,SFH,2007,15
41962,SFH,1990,56
41963,SFH,1918,12
41964,SFH,1952,39
41965,SFH,1924,15
41966,SFH,1991,14
41967,SFH,1906,45
41968,SFH,1976,25
41969,SFH,2005,47
41970,SFH,1955,51
41971,SFH,2013,36
41972,SFH,1985,14
41973,SFH,2019,31
41974,SFH,1960,17
41975,SFH,1962,21
41976,SFH,1916,41
41977,SFH,1998,11
41978,SFH,1942,11
41979,SFH,1908,17
41980,SFH,1944,19
41981,SFH,2002,40
41982,SFH,1991,12
41983,SFH,1973,41
41984,SFH,2003,34
41985,SFH,1958,50
41986,SFH,1998,28
41987,SFH,1918,26
41988,SFH,1996,36
41989,SFH,1944,54
41990,SFH,1925,52
41991,SFH,1958,46
41992,SFH,1930,12
41993,SFH,2015,39
41994,SFH,1958,12
41995,SFH,1965,24
41996,SFH,1999,13
41997,SFH,1934,29
41998,SFH,1915,25
41999,SFH,1911,26
42000,SFH,1974,16
42001,SFH,1978,25
42002,SFH,1936,23
42003,SFH,2005,59
42004,SFH,1907,47
42005,SFH,2011,51
42006,SFH,1958,35
42007,SFH,2000,17
42008,SFH,2003,37
42009,SFH,1990,40
42010,SFH,1988,35
42011,SFH,1973,58
42012,SFH,1944,25
42013,SFH,1987,38
42014,SFH,1935,22
42015,SFH,1995,24
42016,SFH,1922,15
42017,SFH,1937,16
42018,SFH,1923,29
42019,SFH,1966,52
42020,SFH,1933,26
42021,SFH,1939,26
42022,SFH,2005,10
42023,SFH,1998,16
42024,SFH,1909,11
42025,SFH,1915,27
42026,SFH,1916,52
42027,SFH,1987,41
42028,SFH,1925,16
42029,SFH,1953,16
42030,SFH,2001,59
42031,SFH,1925,44
42032,SFH,1950,41
42033,SFH,1901,40
42034,SFH,1961,25
42035,SFH,1996,46
42036,SFH,2003,46
42037,SFH,1907,17
42038,SFH,1939,57
42039,SFH,1932,17
42040,SFH,2016,55
42041,SFH,1945,32
42042,SFH,1992,24
42043,SFH,1950,47
42044,SFH,1991,42
42045,SFH,1964,47
42046,SFH,2000,11
42047,SFH,1979,30
42048,SFH,1989,54
42049,SFH,1952,50
42050,SFH,1940,20
42051,SFH,1937,28
42052,SFH,1906,17
42053,SFH,1967,55
42054,SFH,1928,37
42055,SFH,1980,32
42056,SFH,1943,50
42057,SFH,1982,56
42058,SFH,1915,48
42059,SFH,1941,58
42060,SFH,1916,44
42061,SFH,1959,26
42062,SFH,1917,37
42063,SFH,2002,27
42064,SFH,1969,37
42065,SFH,1992,37
42066,SFH,1918,13
42067,SFH,1937,16
42068,SFH,1987,57
42069,SFH,1992,19
42070,SFH,1938,29
42071,SFH,1992,17
42072,SFH,1945,44
42073,SFH,1996,19
42074,SFH,1905,49
42075,SFH,1969,46
42076,SFH,1990,32
42077,SFH,2008,21
42078,SFH,1989,49
42079,SFH,2015,13
42080,SFH,2017,57
42081,SFH,1957,43
42082,SFH,1955,48
42083,SFH,1964,19
42084,SFH,1993,15
42085,SFH,1975,38
42086,SFH,1948,19
42087,SFH,1925,46
42088,SFH,1983,46
42089,SFH,1976,56
42090,SFH,1946,29
42091,SFH,1965,42
42092,SFH,1936,33
42093,SFH,1998,24
42094,SFH,1960,19
42095,SFH,1976,33
42096,SFH,1935,18
42097,SFH,1990,27
42098,SFH,1971,54
42099,SFH,1996,46
42100,SFH,2015,31
42101,SFH,1991,21
42102,SFH,1905,24
42103,SFH,1969,11
42104,SFH,1956,40
42105,SFH,1913,27
42106,SFH,1963,49
42107,SFH,1937,52
42108,SFH,1911,58
42109,SFH,2016,58
42110,SFH,1916,43
42111,SFH,1995,35
42112,SFH,1974,54
42113,SFH,1967,23
42114,SFH,2009,11
42115,SFH,1935,30
42116,SFH,1931,48
42117,SFH,1992,23
42118,SFH,1952,39
42119,SFH,1987,19
42120,SFH,1905,56
42121,SFH,1922,57
42122,SFH,1991,10
42123,SFH,1942,51
42124,SFH,1930,58
42125,SFH,1995,41
42126,SFH,1901,59
42127,SFH,1945,55
42128,SFH,1976,31
42129,SFH,1900,11
42130,SFH,1964,43
42131,SFH,1934,30
42132,SFH,2006,30
42133,SFH,1955,37
42134,SFH,1969,46
42135,SFH,1909,56
42136,SFH,2003,19
42137,SFH,1923,24
42138,SFH,1906,30
42139,SFH,1966,11
42140,SFH,1973,33
42141,SFH,1942,14
42142,SFH,2018,55
42143,SFH,1966,37
42144,SFH,1956,38
42145,SFH,1921,51
42146,SFH,2005,20
42147,SFH,2015,59
42148,SFH,2015,32
42149,SFH,1994,13
42150,SFH,1986,38
42151,SFH,1985,47
42152,SFH,1952,48
42153,SFH,1905,25
42154,SFH,1903,42
42155,SFH,1967,29
42156,SFH,1937,55
42157,SFH,1920,34
42158,SFH,1952,11
42159,SFH,1932,43
42160,SFH,2013,10
42161,SFH,1921,23
42162,SFH,2005,25
42163,SFH,1977,15
42164,SFH,1994,16
42165,SFH,1910,30
42166,SFH,1996,54
42167,SFH,1947,27
42168,SFH,1955,34
42169,SFH,1994,21
42170,SFH,1981,56
42171,SFH,2013,52
42172,SFH,2007,26
42173,SFH,1993,18
42174,SFH,2005,29
42175,SFH,1950,16
42176,SFH,1978,59
42177,SFH,2008,29
42178,SFH,2015,57
42179,SFH,1936,50
42180,SFH,1909,45
42181,SFH,1979,35
42182,SFH,1972,14
42183,SFH,2004,11
42184,SFH,1972,42
42185,SFH,1919,16
42186,SFH,1948,41
42187,SFH,2017,26
42188,SFH,1985,47
42189,SFH,2001,18
42190,SFH,2004,27
42191,SFH,2010,11
42192,SFH,1971,12
42193,SFH,1921,32
42194,SFH,1994,19
42195,SFH,2002,46
42196,SFH,1919,28
42197,SFH,1921,53
42198,SFH,1948,36
42199,SFH,1984,22
42200,SFH,1957,35
42201,SFH,1944,25
42202,SFH,1920,11
42203,SFH,2013,54
42204,SFH,1966,50
42205,SFH,1972,48
42206,SFH,1942,30
42207,SFH,1919,25
42208,SFH,1964,17
42209,SFH,1986,38
42210,SFH,1938,20
42211,SFH,1905,34
42212,SFH,1960,26
42213,SFH,1966,24
42214,SFH,1969,50
42215,SFH,1980,26
42216,SFH,1920,15
42217,SFH,1968,20
42218,SFH,1911,52
42219,SFH,1934,24
42220,SFH,1968,43
42221,SFH,1955,12
42222,SFH,1987,27
42223,SFH,1929,56
42224,SFH,1904,29
42225,SFH,2006,42
42226,SFH,1961,31
42227,SFH,2001,26
42228,SFH,1937,52
42229,SFH,2001,18
42230,SFH,1917,13
42231,SFH,2002,40
42232,SFH,1907,12
42233,SFH,1920,38
42234,SFH,1939,57
42235,SFH,1962,28
42236,SFH,1946,59
42237,SFH,1972,11
42238,SFH,1972,46
42239,SFH,1988,57
42240,SFH,2014,17
42241,SFH,1945,19
42242,SFH,1903,50
42243,SFH,1953,54
42244,SFH,1936,10
42245,SFH,1916,48
42246,SFH,1964,59
42247,SFH,1910,48
42248,SFH,1981,45
42249,SFH,1994,19
42250,SFH,1924,10
42251,SFH,2002,55
42252,SFH,1919,43
42253,SFH,1972,52
42254,SFH,1956,43
42255,SFH,1941,56
42256,SFH,1920,26
42257,SFH,1931,57
42258,SFH,1995,16
42259,SFH,1965,36
42260,SFH,2011,50
42261,SFH,1943,55
42262,SFH,1941,11
42263,SFH,1980,28
42264,SFH,1906,55
42265,SFH,1932,10
42266,SFH,1993,47
42267,SFH,2006,37
42268,SFH,2007,37
42269,SFH,1917,24
42270,SFH,1912,52
42271,SFH,1900,24
42272,SFH,1983,34
42273,SFH,1971,29
42274,SFH,1914,10
42275,SFH,1964,43
42276,SFH,1960,27
42277,SFH,1963,16
42278,SFH,1931,10
42279,SFH,1988,26
42280,SFH,2006,21
42281,SFH,1977,48
42282,SFH,1975,40
42283,SFH,1905,21
42284,SFH,2000,13
42285,SFH,1966,42
42286,SFH,2004,25
42287,SFH,2019,55
42288,SFH,1957,57
42289,SFH,1965,51
42290,SFH,1921,36
42291,SFH,2008,13
42292,SFH,1955,20
42293,SFH,1999,15
42294,SFH,1942,38
42295,SFH,1957,52
42296,SFH,1962,32
42297,SFH,1953,13
42298,SFH,1925,29
42299,SFH,2017,38
42300,SFH,1949,49
42301,SFH,1915,13
42302,SFH,1973,52
42303,SFH,1933,29
42304,SFH,1933,43
42305,SFH,1972,48
42306,SFH,1977,14
42307,SFH,1990,33
42308,SFH,1970,57
42309,SFH,1970,21
42310,SFH,1989,18
42311,SFH,1923,48
42312,SFH,1939,28
42313,SFH,1906,55
42314,SFH,1918,47
42315,SFH,1907,33
42316,SFH,1975,43
42317,SFH,1905,53
42318,SFH,1994,55
42319,SFH,2015,45
42320,SFH,1936,38
42321,SFH,1953,44
42322,SFH,1945,31
42323,SFH,1975,59
42324,SFH,1959,31
42325,SFH,1967,12
42326,SFH,1909,21
42327,SFH,1980,13
42328,SFH,1908,36
42329,SFH,2003,42
42330,SFH,1906,48
42331,SFH,2002,47
42332,SFH,2019,15
42333,SFH,1985,48
42334,SFH,1935,56
42335,SFH,1947,15
42336,SFH,1990,26
42337,SFH,1941,35
42338,SFH,2008,49
42339,SFH,1973,30
42340,SFH,1995,21
42341,SFH,1932,41
42342,SFH,1924,42
42343,SFH,1996,54
42344,SFH,1953,28
42345,SFH,1989,17
42346,SFH,1989,38
42347,SFH,2017,20
42348,SFH,1993,48
42349,SFH,1999,28
42350,SFH,1941,16
42351,SFH,1988,30
42352,SFH,1995,37
42353,SFH,1972,56
42354,SFH,1980,12
42355,SFH,2003,18
42356,SFH,1952,34
42357,SFH,1900,17
42358,SFH,2015,26
42359,SFH,1928,45
42360,SFH,1905,32
42361,SFH,2008,34
42362,SFH,1970,34
42363,SFH,1964,17
42364,SFH,1979,51
42365,SFH,1919,28
42366,SFH,1928,51
42367,SFH,1958,44
42368,SFH,1952,24
42369,SFH,1983,35
42370,SFH,1974,55
42371,SFH,1919,16
42372,SFH,1965,14
42373,SFH,2005,10
42374,SFH,1970,17
42375,SFH,1939,29
42376,SFH,2013,28
42377,SFH,2003,28
42378,SFH,1946,36
42379,SFH,1907,12
42380,SFH,1995,47
42381,SFH,1927,55
42382,SFH,2005,40
42383,SFH,1987,53
42384,SFH,1914,55
42385,SFH,2004,22
42386,SFH,1951,15
42387,SFH,1963,52
42388,SFH,1907,32
42389,SFH,2005,19
42390,SFH,1907,14
42391,SFH,1903,55
42392,SFH,2002,24
42393,SFH,1924,33
42394,SFH,2017,11
42395,SFH,2004,42
42396,SFH,2004,30
42397,SFH,1960,42
42398,SFH,1998,33
42399,SFH,1907,10
42400,SFH,1982,57
42401,SFH,1966,20
42402,SFH,1927,59
42403,SFH,1969,14
42404,SFH,1912,56
42405,SFH,1979,22
42406,SFH,2007,15
42407,SFH,1904,16
42408,SFH,1906,43
42409,SFH,1947,51
42410,SFH,1997,24
42411,SFH,1921,58
42412,SFH,1924,51
42413,SFH,1906,14
42414,SFH,1981,45
42415,SFH,1973,50
42416,SFH,1976,54
42417,SFH,2000,11
42418,SFH,1934,51
42419,SFH,1998,20
42420,SFH,1916,31
42421,SFH,1958,35
42422,SFH,1929,21
42423,SFH,1909,14
42424,SFH,1948,19
42425,SFH,1965,53
42426,SFH,1940,35
42427,SFH,1957,38
42428,SFH,2012,22
42429,SFH,1985,36
42430,SFH,1934,58
42431,SFH,1961,53
42432,SFH,2007,37
42433,SFH,1932,37
42434,SFH,2017,53
42435,SFH,1947,23
42436,SFH,1909,55
42437,SFH,1912,39
42438,SFH,1962,28
42439,SFH,2002,23
42440,SFH,1969,15
42441,SFH,1913,55
42442,SFH,1989,27
42443,SFH,1920,36
42444,SFH,1980,43
42445,SFH,2000,47
42446,SFH,2012,48
42447,SFH,1910,12
42448,SFH,1930,46
42449,SFH,1943,26
42450,SFH,2011,50
42451,SFH,1939,42
42452,SFH,1972,17
42453,SFH,1914,40
42454,SFH,1980,33
42455,SFH,1997,10
42456,SFH,1969,23
42457,SFH,1995,23
42458,SFH,1917,32
42459,SFH,1962,33
42460,SFH,1992,35
42461,SFH,1944,40
42462,SFH,1903,34
42463,SFH,1929,31
42464,SFH,1915,37
42465,SFH,2005,39
42466,SFH,1969,24
42467,SFH,1927,19
42468,SFH,1958,38
42469,SFH,1914,40
42470,SFH,1941,40
42471,SFH,2010,16
42472,SFH,1998,29
42473,SFH,1914,19
42474,SFH,1980,15
42475,SFH,1901,50
42476,SFH,1900,48
42477,SFH,1969,55
42478,SFH,1933,50
42479,SFH,1965,14
42480,SFH,1956,54
42481,SFH,1966,33
42482,SFH,2017,53
42483,SFH,1986,50
42484,SFH,2015,50
42485,SFH,1987,39
42486,SFH,1950,52
42487,SFH,2013,24
42488,SFH,1933,42
42489,SFH,1931,40
42490,SFH,1907,23
42491,SFH,1966,31
42492,SFH,1972,35
42493,SFH,1918,30
42494,SFH,1941,36
42495,SFH,1981,29
42496,SFH,2012,17
42497,SFH,1935,19
42498,SFH,1994,16
42499,SFH,1918,32
42500,SFH,1948,15
42501,SFH,1946,34
42502,SFH,2001,28
42503,SFH,1951,41
42504,SFH,2007,24
42505,SFH,2011,22
42506,SFH,1965,48
42507,SFH,2010,57
42508,SFH,1967,14
42509,SFH,1939,16
42510,SFH,1952,14
42511,SFH,1991,46
42512,SFH,2003,13
42513,SFH,1907,29
42514,SFH,1975,13
42515,SFH,2015,15
42516,SFH,1959,30
42517,SFH,1991,21
42518,SFH,1982,33
42519,SFH,1937,48
42520,SFH,2017,22
42521,SFH,1930,29
42522,SFH,1985,37
42523,SFH,1983,30
42524,SFH,1931,11
42525,SFH,1937,42
42526,SFH,1998,39
42527,SFH,1970,48
42528,SFH,1962,18
42529,SFH,1984,49
42530,SFH,1919,56
42531,SFH,2000,17
42532,SFH,2004,40
42533,SFH,1964,13
42534,SFH,1920,58
42535,SFH,2012,24
42536,SFH,1935,58
42537,SFH,1961,47
42538,SFH,1998,21
42539,SFH,1947,20
42540,SFH,1919,54
42541,SFH,1924,38
42542,SFH,1979,44
42543,SFH,1987,26
42544,SFH,1945,34
42545,SFH,1974,17
42546,SFH,2007,11
42547,SFH,1938,18
42548,SFH,1960,52
42549,SFH,2008,40
42550,SFH,1934,55
42551,SFH,1932,17
42552,SFH,1977,14
42553,SFH,1970,34
42554,SFH,2002,10
42555,SFH,1927,18
42556,SFH,1987,39
42557,SFH,1949,39
42558,SFH,1910,46
42559,SFH,1909,49
42560,SFH,2016,36
42561,SFH,1962,55
42562,SFH,1948,56
42563,SFH,2008,49
42564,SFH,1945,46
42565,SFH,1974,47
42566,SFH,1961,48
42567,SFH,1957,39
42568,SFH,1992,27
42569,SFH,1985,48
42570,SFH,1945,50
42571,SFH,2011,12
42572,SFH,1931,59
42573,SFH,1933,54
42574,SFH,1989,29
42575,SFH,1965,29
42576,SFH,1994,10
42577,SFH,2010,55
42578,SFH,2006,27
42579,SFH,1948,11
42580,SFH,1916,16
42581,SFH,1961,59
42582,SFH,1900,56
42583,SFH,1936,35
42584,SFH,2010,14
42585,SFH,1989,11
42586,SFH,1904,57
42587,SFH,1947,48
42588,SFH,2001,20
42589,SFH,1961,45
42590,SFH,1976,33
42591,SFH,2003,54
42592,SFH,2014,55
42593,SFH,1909,14
42594,SFH,1941,17
42595,SFH,2009,10
42596,SFH,1986,55
42597,SFH,2007,42
42598,SFH,1903,16
42599,SFH,1916,53
42600,SFH,1938,24
42601,SFH,1951,58
42602,SFH,1929,52
42603,SFH,2002,50
42604,SFH,1922,18
42605,SFH,1907,29
42606,SFH,1983,26
42607,SFH,2009,36
42608,SFH,1961,29
42609,SFH,2016,33
42610,SFH,1978,32
42611,SFH,1940,27
42612,SFH,1901,54
42613,SFH,1908,40
42614,SFH,2012,12
42615,SFH,1987,51
42616,SFH,1911,37
42617,SFH,1933,39
42618,SFH,2004,53
42619,SFH,1927,22
42620,SFH,1921,42
42621,SFH,2001,41
42622,SFH,1997,37
42623,SFH,2000,35
42624,SFH,1966,21
42625,SFH,2015,26
42626,SFH,1975,14
42627,SFH,1934,27
42628,SFH,2016,59
42629,SFH,1990,42
42630,SFH,1974,14
42631,SFH,2004,31
42632,SFH,1959,16
42633,SFH,2019,39
42634,SFH,1935,21
42635,SFH,1943,36
42636,SFH,1918,54
42637,SFH,1968,25
42638,SFH,1917,42
42639,SFH,1925,23
42640,SFH,1928,12
42641,SFH,1940,17
42642,SFH,1960,12
42643,SFH,1981,19
42644,SFH,1905,12
42645,SFH,1934,27
42646,SFH,1952,47
42647,SFH,1907,30
42648,SFH,1968,31
42649,SFH,1909,36
42650,SFH,1949,49
42651,SFH,1970,38
42652,SFH,1991,51
42653,SFH,2018,57
42654,SFH,1971,22
42655,SFH,1911,38
42656,SFH,1932,53
42657,SFH,1988,21
42658,SFH,1951,40
42659,SFH,1938,11
42660,SFH,2009,40
42661,SFH,2008,12
42662,SFH,1994,33
42663,SFH,1964,32
42664,SFH,1984,42
42665,SFH,1914,29
42666,SFH,1947,13
42667,SFH,2014,43
42668,SFH,1946,17
42669,SFH,2016,19
42670,SFH,1986,25
42671,SFH,2005,51
42672,SFH,1992,22
42673,SFH,1962,30
42674,SFH,1987,49
42675,SFH,1961,15
42676,SFH,2010,19
42677,SFH,2011,47
42678,SFH,1939,19
42679,SFH,2007,51
42680,SFH,1957,38
42681,SFH,2005,52
42682,SFH,1913,42
42683,SFH,1945,54
42684,SFH,1909,45
42685,SFH,2010,49
42686,SFH,1963,42
42687,SFH,1915,57
42688,SFH,1982,32
42689,SFH,1966,17
42690,SFH,1908,44
42691,SFH,1990,44
42692,SFH,1996,47
42693,SFH,2005,38
42694,SFH,1954,44
42695,SFH,1947,17
42696,SFH,1933,59
42697,SFH,2012,57
42698,SFH,1982,10
42699,SFH,1929,32
42700,SFH,1978,27
42701,SFH,1966,53
42702,SFH,1951,33
42703,SFH,1904,49
42704,SFH,1949,44
42705,SFH,1931,22
42706,SFH,1998,29
42707,SFH,1901,51
42708,SFH,1945,41
42709,SFH,1902,57
42710,SFH,1927,26
42711,SFH,1929,26
42712,SFH,1939,19
42713,SFH,2008,24
42714,SFH,1993,41
42715,SFH,1957,49
42716,SFH,2015,15
42717,SFH,1916,29
42718,SFH,1982,19
42719,SFH,1923,58
42720,SFH,1906,16
42721,SFH,1964,41
42722,SFH,1998,36
42723,SFH,2008,37
42724,SFH,2013,29
42725,SFH,1944,13
42726,SFH,1930,14
42727,SFH,1987,19
42728,SFH,1958,30
42729,SFH,1990,15
42730,SFH,1965,19
42731,SFH,1948,33
42732,SFH,1905,42
42733,SFH,1947,54
42734,SFH,1949,38
42735,SFH,1957,37
42736,SFH,1952,52
42737,SFH,1973,44
42738,SFH,1922,52
42739,SFH,1953,24
42740,SFH,1988,25
42741,SFH,1995,42
42742,SFH,1913,37
42743,SFH,1908,38
42744,SFH,1954,39
42745,SFH,1914,29
42746,SFH,2015,12
42747,SFH,1940,50
42748,SFH,1947,37
42749,SFH,1939,17
42750,SFH,1953,41
42751,SFH,2004,35
42752,SFH,1952,38
42753,SFH,2014,28
42754,SFH,1986,58
42755,SFH,1959,48
42756,SFH,2000,46
42757,SFH,1900,59
42758,SFH,1936,38
42759,SFH,1994,45
42760,SFH,1989,13
42761,SFH,2017,32
42762,SFH,1913,45
42763,SFH,1929,55
42764,SFH,1972,43
42765,SFH,1928,31
42766,SFH,1925,56
42767,SFH,1961,48
42768,SFH,1935,23
42769,SFH,1947,40
42770,SFH,1988,27
42771,SFH,1917,37
42772,SFH,1995,55
42773,SFH,1998,54
42774,SFH,1933,28
42775,SFH,1956,43
42776,SFH,1946,47
42777,SFH,1952,20
42778,SFH,2003,16
42779,SFH,1989,15
42780,SFH,1982,42
42781,SFH,1901,34
42782,SFH,1996,21
42783,SFH,2018,33
42784,SFH,1931,24
42785,SFH,2015,19
42786,SFH,1995,22
42787,SFH,1961,42
42788,SFH,1985,23
42789,SFH,1956,37
42790,SFH,1915,26
42791,SFH,2013,57
42792,SFH,1987,49
42793,SFH,1907,21
42794,SFH,1907,12
42795,SFH,1994,13
42796,SFH,1993,15
42797,SFH,2000,44
42798,SFH,1946,23
42799,SFH,1939,41
42800,SFH,1907,46
42801,SFH,1915,14
42802,SFH,1934,17
42803,SFH,1955,26
42804,SFH,1903,48
42805,SFH,1974,53
42806,SFH,1995,33
42807,SFH,1953,30
42808,SFH,1935,10
42809,SFH,1940,36
42810,SFH,2009,29
42811,SFH,1922,18
42812,SFH,1964,24
42813,SFH,2018,19
42814,SFH,1922,46
42815,SFH,1965,17
42816,SFH,1902,34
42817,SFH,1996,13
42818,SFH,1985,17
42819,SFH,1964,30
42820,SFH,1962,37
42821,SFH,2006,24
42822,SFH,1974,42
42823,SFH,1979,12
42824,SFH,1996,37
42825,SFH,1995,56
42826,SFH,1966,58
42827,SFH,1971,59
42828,SFH,1992,27
42829,SFH,1972,24
42830,SFH,1919,42
42831,SFH,1903,41
42832,SFH,2006,22
42833,SFH,2014,13
42834,SFH,1965,15
42835,SFH,1922,59
42836,SFH,1933,57
42837,SFH,1936,24
42838,SFH,1961,26
42839,SFH,2015,34
42840,SFH,2000,42
42841,SFH,1910,15
42842,SFH,2013,14
42843,SFH,1967,54
42844,SFH,1971,32
42845,SFH,1932,55
42846,SFH,1979,58
42847,SFH,1959,26
42848,SFH,1934,24
42849,SFH,2017,17
42850,SFH,1925,23
42851,SFH,1920,30
42852,SFH,1928,13
42853,SFH,2014,40
42854,SFH,1975,16
42855,SFH,1914,51
42856,SFH,1932,50
42857,SFH,1996,56
42858,SFH,1945,19
42859,SFH,1921,11
42860,SFH,1999,28
42861,SFH,1968,18
42862,SFH,1902,34
42863,SFH,1917,18
42864,SFH,1913,46
42865,SFH,1935,17
42866,SFH,1916,22
42867,SFH,1978,41
42868,SFH,1989,15
42869,SFH,1993,10
42870,SFH,1928,28
42871,SFH,1965,39
42872,SFH,1976,50
42873,SFH,1998,48
42874,SFH,1995,18
42875,SFH,1977,27
42876,SFH,1948,19
42877,SFH,1964,50
42878,SFH,1997,37
42879,SFH,1973,32
42880,SFH,1964,28
42881,SFH,1931,25
42882,SFH,1921,59
42883,SFH,2002,10
42884,SFH,1913,52
42885,SFH,1925,10
42886,SFH,1988,58
42887,SFH,1969,22
42888,SFH,1963,17
42889,SFH,2009,24
42890,SFH,1936,41
42891,SFH,2019,18
42892,SFH,1967,57
42893,SFH,1926,20
42894,SFH,1972,45
42895,SFH,1996,38
42896,SFH,2003,15
42897,SFH,1975,31
42898,SFH,1962,24
42899,SFH,1979,59
42900,SFH,1972,37
42901,SFH,1945,42
42902,SFH,1942,14
42903,SFH,2016,40
42904,SFH,1940,32
42905,SFH,1987,45
42906,SFH,1927,52
42907,SFH,2010,51
42908,SFH,1958,44
42909,SFH,1954,49
42910,SFH,1988,59
42911,SFH,1959,39
42912,SFH,1924,19
42913,SFH,1943,33
42914,SFH,1935,29
42915,SFH,1921,46
42916,SFH,1909,19
42917,SFH,1906,43
42918,SFH,2009,37
42919,SFH,1919,32
42920,SFH,1983,40
42921,SFH,2012,35
42922,SFH,2009,28
42923,SFH,2007,30
42924,SFH,1962,30
42925,SFH,1941,47
42926,SFH,1916,46
42927,SFH,2013,55
42928,SFH,1919,39
42929,SFH,1984,49
42930,SFH,2014,22
42931,SFH,1970,45
42932,SFH,1986,48
42933,SFH,2012,39
42934,SFH,1983,15
42935,SFH,1926,29
42936,SFH,1957,57
42937,SFH,1967,14
42938,SFH,1917,35
42939,SFH,1933,37
42940,SFH,1954,30
42941,SFH,1966,33
42942,SFH,1962,57
42943,SFH,1902,16
42944,SFH,1915,22
42945,SFH,1910,54
42946,SFH,1978,43
42947,SFH,1909,10
42948,SFH,2003,13
42949,SFH,1969,34
42950,SFH,1996,28
42951,SFH,2000,20
42952,SFH,1921,17
42953,SFH,2018,24
42954,SFH,2016,52
42955,SFH,1994,35
42956,SFH,1914,44
42957,SFH,1928,27
42958,SFH,1910,13
42959,SFH,2009,33
42960,SFH,2012,59
42961,SFH,1906,41
42962,SFH,1972,32
42963,SFH,1989,32
42964,SFH,2017,18
42965,SFH,1968,34
42966,SFH,1953,38
42967,SFH,1986,56
42968,SFH,2017,56
42969,SFH,1979,35
42970,SFH,1900,44
42971,SFH,1952,41
42972,SFH,1932,49
42973,SFH,1968,39
42974,SFH,2017,44
42975,SFH,1921,18
42976,SFH,1967,27
42977,SFH,1929,58
42978,SFH,1944,49
42979,SFH,1964,49
42980,SFH,1937,27
42981,SFH,2017,55
42982,SFH,1997,28
42983,SFH,1977,58
42984,SFH,1906,59
42985,SFH,1997,51
42986,SFH,1981,18
42987,SFH,1969,35
42988,SFH,1947,52
42989,SFH,1964,39
42990,SFH,2000,24
42991,SFH,1996,54
42992,SFH,1908,43
42993,SFH,1927,10
42994,SFH,1927,40
42995,SFH,1966,43
42996,SFH,1916,59
42997,SFH,1955,45
42998,SFH,1962,11
42999,SFH,1914,13
43000,SFH,1960,58
43001,SFH,1960,31
43002,SFH,1978,42
43003,SFH,2002,14
43004,SFH,1913,12
43005,SFH,1923,17
43006,SFH,1907,28
43007,SFH,1941,22
43008,SFH,1933,44
43009,SFH,1941,30
43010,SFH,1995,13
43011,SFH,1930,43
43012,SFH,1977,32
43013,SFH,2011,54
43014,SFH,1958,28
43015,SFH,2005,32
43016,SFH,1949,41
43017,SFH,1924,55
43018,SFH,1943,12
43019,SFH,1900,25
43020,SFH,1925,10
43021,SFH,2012,44
43022,SFH,2019,48
43023,SFH,1945,33
43024,SFH,1962,49
43025,SFH,1968,55
43026,SFH,1900,48
43027,SFH,1901,59
43028,SFH,2004,58
43029,SFH,1924,17
43030,SFH,1900,34
43031,SFH,1997,39
43032,SFH,1906,41
43033,SFH,2014,58
43034,SFH,1909,30
43035,SFH,2005,59
43036,SFH,1911,22
43037,SFH,1930,19
43038,SFH,1996,55
43039,SFH,1911,55
43040,SFH,1984,46
43041,SFH,1994,25
43042,SFH,1931,19
43043,SFH,1952,56
43044,SFH,1952,33
43045,SFH,1962,27
43046,SFH,1907,33
43047,SFH,1978,55
43048,SFH,1964,52
43049,SFH,1951,19
43050,SFH,1954,57
43051,SFH,1990,48
43052,SFH,1923,33
43053,SFH,1931,53
43054,SFH,1994,22
43055,SFH,1923,45
43056,SFH,1948,27
43057,SFH,2019,45
43058,SFH,1936,42
43059,SFH,2006,51
43060,SFH,2013,26
43061,SFH,1973,37
43062,SFH,1994,55
43063,SFH,1984,43
43064,SFH,1942,25
43065,SFH,1911,13
43066,SFH,1963,43
43067,SFH,1986,56
43068,SFH,1908,10
43069,SFH,1911,31
43070,SFH,1908,32
43071,SFH,1997,12
43072,SFH,1917,24
43073,SFH,1969,48
43074,SFH,1904,36
43075,SFH,1974,40
43076,SFH,2017,19
43077,SFH,2015,59
43078,SFH,1911,41
43079,SFH,1942,29
43080,SFH,1906,37
43081,SFH,1998,34
43082,SFH,1972,46
43083,SFH,1934,52
43084,SFH,1983,26
43085,SFH,1924,39
43086,SFH,1996,57
43087,SFH,2001,27
43088,SFH,1975,49
43089,SFH,1969,44
43090,SFH,1978,51
43091,SFH,1918,14
